gene,DEMO_CELL_001,DEMO_CELL_002,DEMO_CELL_003,DEMO_CELL_004,DEMO_CELL_005,DEMO_CELL_006,DEMO_CELL_007,DEMO_CELL_008,DEMO_CELL_009,DEMO_CELL_010,DEMO_CELL_011,DEMO_CELL_012,DEMO_CELL_013,DEMO_CELL_014,DEMO_CELL_015,DEMO_CELL_016,DEMO_CELL_017,DEMO_CELL_018,DEMO_CELL_019,DEMO_CELL_020,DEMO_CELL_021,DEMO_CELL_022,DEMO_CELL_023,DEMO_CELL_024,DEMO_CELL_025,DEMO_CELL_026,DEMO_CELL_027,DEMO_CELL_028,DEMO_CELL_029,DEMO_CELL_030,DEMO_CELL_031,DEMO_CELL_032,DEMO_CELL_033,DEMO_CELL_034,DEMO_CELL_035,DEMO_CELL_036,DEMO_CELL_037,DEMO_CELL_038,DEMO_CELL_039,DEMO_CELL_040,DEMO_CELL_041,DEMO_CELL_042,DEMO_CELL_043,DEMO_CELL_044,DEMO_CELL_045,DEMO_CELL_046,DEMO_CELL_047,DEMO_CELL_048,DEMO_CELL_049,DEMO_CELL_050,DEMO_CELL_051,DEMO_CELL_052,DEMO_CELL_053,DEMO_CELL_054,DEMO_CELL_055,DEMO_CELL_056,DEMO_CELL_057,DEMO_CELL_058,DEMO_CELL_059,DEMO_CELL_060,DEMO_CELL_061,DEMO_CELL_062,DEMO_CELL_063,DEMO_CELL_064,DEMO_CELL_065,DEMO_CELL_066,DEMO_CELL_067,DEMO_CELL_068,DEMO_CELL_069,DEMO_CELL_070,DEMO_CELL_071,DEMO_CELL_072,DEMO_CELL_073,DEMO_CELL_074,DEMO_CELL_075,DEMO_CELL_076,DEMO_CELL_077,DEMO_CELL_078,DEMO_CELL_079,DEMO_CELL_080,DEMO_CELL_081,DEMO_CELL_082,DEMO_CELL_083,DEMO_CELL_084,DEMO_CELL_085,DEMO_CELL_086,DEMO_CELL_087,DEMO_CELL_088,DEMO_CELL_089,DEMO_CELL_090,DEMO_CELL_091,DEMO_CELL_092,DEMO_CELL_093,DEMO_CELL_094,DEMO_CELL_095,DEMO_CELL_096,DEMO_CELL_097,DEMO_CELL_098,DEMO_CELL_099,DEMO_CELL_100,DEMO_CELL_101,DEMO_CELL_102,DEMO_CELL_103,DEMO_CELL_104,DEMO_CELL_105,DEMO_CELL_106,DEMO_CELL_107,DEMO_CELL_108,DEMO_CELL_109,DEMO_CELL_110,DEMO_CELL_111,DEMO_CELL_112,DEMO_CELL_113,DEMO_CELL_114,DEMO_CELL_115,DEMO_CELL_116,DEMO_CELL_117,DEMO_CELL_118,DEMO_CELL_119,DEMO_CELL_120
SIMGENE0296,8,2,5,9,1,3,8,4,2,2,2,2,3,2,6,4,3,2,6,3,3,25,1,5,2,13,7,26,4,7,9,21,5,8,11,6,7,16,7,17,8,3,5,2,3,17,8,5,1,9,7,7,2,10,2,2,16,10,6,12,3,3,9,2,7,7,13,4,2,1,2,6,5,3,10,1,1,4,4,13,2,6,9,10,11,7,7,11,12,1,3,5,2,1,6,6,8,5,4,3,11,4,4,7,11,10,4,7,3,7,3,2,1,3,14,26,6,2,3,5
SIMGENE0297,12,5,4,3,14,9,14,12,11,15,5,5,16,6,20,5,12,6,3,1,12,34,17,15,3,8,25,5,4,15,7,11,9,5,19,16,6,34,13,5,1,2,4,3,13,4,3,4,7,2,11,3,2,5,8,15,2,1,4,2,12,12,15,8,7,10,14,8,21,15,7,9,7,19,25,6,3,13,9,4,10,2,3,1,9,5,2,7,1,4,3,7,11,1,3,1,19,7,5,4,16,19,8,15,12,21,4,23,4,15,8,6,3,10,6,9,2,4,4,13
SIMGENE0298,5,6,6,13,9,2,10,2,5,1,2,8,9,6,7,8,8,6,3,8,1,4,3,6,7,2,3,1,9,13,5,4,3,2,7,3,9,17,5,4,4,6,4,15,6,8,1,6,4,19,2,4,6,10,7,9,3,2,5,4,14,9,0,8,7,8,13,9,8,10,1,13,11,10,4,1,6,24,6,1,10,11,1,1,7,4,2,3,3,2,7,8,5,2,8,1,5,2,7,2,7,5,6,6,3,2,4,4,5,3,1,15,10,4,7,4,4,8,7,1
SIMGENE0299,3,3,1,3,0,0,1,4,2,1,4,0,2,6,3,2,1,1,5,0,0,0,6,1,0,2,5,1,3,5,3,0,6,4,5,1,3,4,2,2,1,1,0,2,1,5,2,1,1,3,1,4,1,3,2,1,1,1,0,0,3,0,0,2,2,2,4,1,4,0,0,1,2,1,1,2,1,0,4,1,1,1,4,3,1,1,4,1,1,0,1,1,1,3,4,4,1,1,2,2,1,2,2,4,1,0,1,2,0,2,4,4,1,0,1,1,2,0,1,2
SIMGENE0300,20,2,2,7,10,10,11,6,3,17,11,7,12,14,5,3,24,16,3,7,3,13,9,8,2,1,5,4,6,4,8,3,8,10,3,2,14,2,8,11,11,8,1,12,8,2,2,7,5,2,3,9,5,3,8,3,5,4,6,5,1,4,0,6,6,3,4,0,9,3,1,1,7,3,10,3,5,2,3,5,2,3,3,1,5,0,11,4,2,2,8,2,1,2,9,4,3,2,6,11,10,6,5,3,9,14,21,8,3,2,5,0,9,13,7,15,18,1,6,6
SIMGENE0301,7,16,6,5,7,12,3,7,7,10,8,4,1,5,8,8,9,5,4,1,7,9,9,10,6,12,2,14,13,9,8,10,6,13,5,8,11,15,6,23,3,16,11,6,2,8,19,19,7,9,21,19,14,6,18,0,2,18,4,1,15,5,3,19,13,3,5,6,7,1,4,6,4,23,8,12,5,4,9,11,22,1,12,4,6,4,4,5,31,4,3,17,17,8,15,13,3,16,17,9,14,5,16,12,15,1,7,7,4,12,4,4,2,16,9,6,10,6,14,5
SIMGENE0302,4,3,6,8,3,1,2,2,5,13,7,1,2,5,2,1,6,8,1,10,1,3,2,1,3,3,6,5,4,4,2,4,8,5,4,2,16,3,2,6,9,5,6,3,3,2,4,1,1,6,3,1,4,2,3,5,3,4,9,7,15,5,2,9,4,5,4,0,4,4,8,1,15,1,6,3,7,3,1,5,16,7,5,2,7,11,1,9,5,4,1,7,5,3,1,5,2,1,2,5,10,3,12,2,5,4,7,4,5,6,7,1,6,7,10,7,6,6,11,4
SIMGENE0303,1,2,3,4,0,1,1,3,2,6,6,2,7,1,2,7,4,1,1,3,5,4,2,2,1,1,1,3,0,1,3,0,2,9,1,2,1,0,0,5,0,2,3,1,4,4,1,5,3,0,4,3,1,6,2,2,1,1,5,2,1,7,1,2,4,9,2,1,3,2,2,2,5,0,5,4,3,1,3,5,4,2,1,3,2,2,7,5,1,2,2,0,4,5,3,2,1,2,1,2,2,2,0,1,0,4,3,1,3,1,2,2,3,1,1,1,2,1,2,1
SIMGENE0304,4,2,10,12,8,2,6,10,6,13,10,14,3,20,17,6,9,17,4,32,4,3,1,6,12,13,16,2,2,26,13,3,4,2,3,12,3,2,15,11,3,7,2,7,3,2,10,2,3,7,8,3,8,2,3,13,7,10,3,3,2,3,7,10,5,7,4,3,3,9,12,15,5,7,11,1,8,5,5,3,2,7,1,5,15,3,6,10,16,27,21,2,17,16,14,4,10,8,15,20,6,8,19,4,12,4,21,12,3,7,10,26,4,7,4,8,17,5,1,2
SIMGENE0305,7,9,2,4,10,24,8,18,7,17,16,7,8,3,8,40,4,25,2,19,3,10,8,19,7,5,5,12,2,16,4,5,2,8,7,6,6,9,7,13,5,4,12,9,2,9,2,14,12,14,26,21,10,11,6,41,27,20,3,24,2,6,21,25,11,24,10,10,5,8,13,8,1,12,24,13,5,26,10,13,7,5,5,9,3,4,3,16,1,12,3,14,12,4,12,3,15,3,15,7,11,9,3,9,5,2,5,20,3,3,3,1,9,3,1,3,6,4,2,11
SIMGENE0306,7,8,9,12,8,8,4,5,24,1,10,7,3,3,20,13,11,1,22,4,5,43,3,3,16,20,17,8,9,34,20,6,6,9,17,2,6,6,14,16,2,7,13,9,5,8,5,7,9,24,8,11,4,8,8,34,12,11,19,24,6,5,11,25,24,15,28,29,9,9,30,7,6,4,14,4,49,15,6,36,10,2,5,4,2,7,3,11,2,3,4,3,3,9,7,5,9,5,5,9,3,16,18,4,2,5,19,7,6,2,5,3,9,12,14,3,4,9,5,11
SIMGENE0307,9,11,17,10,17,12,26,9,25,10,7,3,20,11,11,13,11,4,17,7,21,10,11,28,7,3,3,7,19,11,11,6,17,21,24,17,8,2,17,5,18,19,32,4,13,15,5,8,9,7,12,1,8,23,5,7,4,27,1,11,9,15,17,10,20,9,7,8,11,1,17,24,4,8,9,2,11,23,4,13,15,1,7,15,15,7,2,5,14,11,6,6,6,7,10,9,7,3,5,9,5,13,3,7,15,7,1,9,9,3,1,4,7,6,12,4,35,5,3,4
SIMGENE0308,4,1,1,3,3,3,3,5,10,5,6,2,12,3,4,10,2,6,9,4,1,5,8,20,8,5,27,3,3,15,10,3,10,5,3,9,5,21,1,2,8,7,0,25,17,3,4,6,4,1,4,4,1,7,8,9,2,4,5,7,4,9,2,4,12,6,7,8,1,3,1,6,8,3,3,7,2,2,5,12,7,6,4,13,1,3,5,3,2,9,3,6,8,12,4,7,8,11,12,8,8,7,4,1,7,1,5,7,8,5,2,15,7,1,12,16,2,1,5,7
SIMGENE0309,26,2,11,9,14,20,7,10,11,4,4,18,13,18,42,6,6,10,7,22,50,13,21,2,18,21,6,3,5,20,19,5,37,21,4,17,15,6,2,20,8,17,7,33,27,6,5,7,24,13,7,4,5,18,21,4,35,24,34,23,21,8,10,9,4,4,20,13,2,4,14,11,9,5,22,2,14,4,18,19,15,30,9,10,17,12,36,4,12,27,14,6,42,14,13,22,20,14,32,3,19,10,4,7,8,17,11,9,1,39,12,10,4,12,19,12,9,13,3,4
SIMGENE0310,5,9,8,9,1,14,23,17,13,16,4,14,19,15,4,19,11,13,9,6,9,5,33,8,8,7,8,10,4,8,27,13,11,13,6,7,10,11,11,5,10,3,17,29,11,7,17,4,5,19,17,20,3,18,7,12,3,41,10,8,30,13,12,7,6,8,12,27,2,3,3,22,5,8,2,11,1,11,48,5,4,7,31,29,8,24,22,26,9,39,2,15,7,18,9,14,5,5,10,50,7,9,14,12,12,1,9,17,3,10,8,7,13,7,1,5,12,18,14,5
SIMGENE0311,1,2,2,2,1,1,0,1,2,1,2,2,2,3,3,1,0,1,1,1,3,1,5,1,3,4,1,1,2,1,2,0,1,3,4,1,2,1,6,1,7,6,3,4,4,1,7,2,1,1,3,4,1,5,2,3,1,2,3,3,4,2,2,2,1,2,2,1,2,2,0,1,3,0,2,1,1,3,0,0,1,1,1,3,3,3,3,0,1,1,5,2,1,0,3,4,1,2,0,4,1,2,2,2,3,1,1,7,1,0,2,0,1,3,3,3,2,1,0,2
SIMGENE0312,4,2,5,3,1,1,2,1,3,1,4,1,1,3,2,1,2,1,1,6,3,4,11,3,3,8,4,4,10,5,10,3,6,1,1,4,8,2,5,2,1,1,1,6,3,3,4,0,4,1,6,2,1,6,1,7,1,2,1,3,4,1,2,3,4,3,1,3,1,3,3,1,2,1,2,4,1,2,0,1,2,3,2,1,5,2,1,0,1,3,1,2,1,4,5,1,2,3,2,4,1,5,1,0,4,4,1,1,1,0,0,0,2,4,3,1,3,1,2,2
SIMGENE0313,12,29,36,8,12,14,6,6,2,4,18,8,7,14,8,11,8,4,11,4,5,4,2,5,6,4,1,2,3,7,8,8,3,6,15,2,3,4,8,3,2,3,3,16,6,4,9,21,7,8,2,3,8,6,4,8,9,9,2,0,7,2,9,14,14,13,7,14,6,36,7,7,5,7,10,3,6,12,1,7,4,8,5,12,6,4,8,12,7,5,9,21,2,10,9,35,9,2,4,7,7,7,21,5,7,4,19,12,16,19,28,4,1,4,5,18,12,2,5,9
SIMGENE0314,1,1,3,1,5,2,2,3,5,3,4,4,5,2,9,2,5,1,2,5,7,2,4,3,1,4,3,7,6,11,3,3,5,13,6,3,6,7,4,4,12,3,11,6,10,4,2,1,8,7,2,5,1,12,7,3,3,9,3,2,3,3,3,7,1,6,1,6,12,6,11,2,6,4,3,3,10,4,4,4,1,3,2,2,8,7,3,5,1,7,3,1,11,1,6,13,2,4,8,9,5,2,7,3,2,1,4,4,3,3,11,0,4,4,2,5,2,2,2,6
SIMGENE0315,10,16,23,24,9,7,20,14,12,7,14,21,15,7,4,3,6,7,43,8,3,8,17,7,28,11,19,17,3,11,3,2,12,5,4,5,4,18,25,21,14,4,15,4,4,12,14,41,17,6,8,15,12,9,15,5,8,36,35,26,16,15,14,18,4,7,4,15,3,5,5,6,8,10,5,9,1,19,8,5,2,1,10,3,6,6,10,11,9,5,5,4,2,8,12,8,8,5,18,8,12,8,6,6,8,4,16,7,5,17,2,6,3,7,3,5,48,3,6,10
SIMGENE0316,8,4,3,5,1,8,4,5,2,1,5,7,2,1,1,3,3,3,2,3,17,2,8,3,4,3,4,5,4,10,7,1,3,2,6,2,0,5,5,3,3,9,6,6,1,14,6,8,6,2,4,1,4,3,3,4,4,2,1,5,3,2,2,0,0,1,3,3,5,2,1,9,1,4,3,5,3,11,2,3,5,4,5,2,2,2,6,8,2,1,2,4,5,8,2,1,3,3,2,5,0,5,2,5,8,2,5,0,9,4,1,2,3,2,8,1,1,3,1,2
SIMGENE0317,9,5,3,4,12,3,4,1,2,6,2,3,9,1,1,4,3,1,7,4,2,5,5,5,12,3,7,7,6,6,6,2,15,5,1,1,8,1,3,2,9,3,7,4,4,4,9,3,12,6,4,3,5,3,5,4,4,5,4,4,7,7,5,7,13,7,5,18,5,13,2,16,2,19,8,6,5,2,6,7,4,6,3,5,5,1,5,1,4,4,7,1,2,8,4,5,4,4,1,5,7,2,19,3,9,1,3,12,6,5,4,4,3,9,4,3,3,4,5,8
SIMGENE0318,3,2,1,3,1,2,2,3,1,1,2,2,8,3,2,1,10,1,8,12,1,3,1,3,5,4,5,17,1,1,3,6,1,4,13,5,4,3,4,4,2,1,5,4,7,4,1,2,2,4,2,2,9,1,1,5,11,2,2,6,1,5,6,3,7,6,4,7,9,4,9,4,1,12,4,1,8,3,11,10,6,5,1,2,7,5,3,7,17,2,6,3,4,6,4,4,2,1,2,4,1,1,4,3,3,2,3,4,2,5,5,0,4,5,15,7,8,5,5,6
SIMGENE0319,13,7,5,8,7,11,9,4,6,17,3,7,4,2,2,13,9,11,4,25,5,7,4,16,5,10,4,4,3,15,3,22,5,4,7,11,6,8,23,15,2,2,2,5,4,10,8,2,7,2,3,20,10,13,18,6,3,10,8,21,19,7,19,12,13,45,43,6,19,5,8,1,15,10,6,12,9,22,9,3,4,2,3,6,6,12,3,5,4,2,6,1,15,3,2,4,16,17,6,2,8,6,8,5,14,6,7,5,1,5,26,12,9,12,9,5,21,13,22,16
SIMGENE0320,2,1,3,3,4,1,2,2,1,2,0,1,0,2,1,1,1,2,2,0,7,6,1,6,1,4,2,0,3,5,3,1,2,0,2,7,3,4,2,1,1,4,2,2,4,2,1,2,3,2,6,1,7,1,5,5,1,3,2,2,3,3,2,3,2,1,5,1,1,2,4,8,3,3,6,4,2,1,3,4,3,1,1,3,2,6,1,3,1,3,4,1,3,3,0,4,3,0,4,1,6,5,1,3,9,4,4,3,3,3,6,2,5,2,3,6,2,4,7,1
SIMGENE0321,3,3,0,3,12,2,6,8,2,0,5,4,3,3,2,5,6,4,8,4,4,9,2,5,2,4,2,10,6,1,4,8,5,3,2,1,5,4,2,1,5,3,4,4,1,2,3,2,10,1,1,2,6,3,0,4,6,2,12,4,9,3,2,1,1,6,1,2,10,3,3,8,10,6,2,6,6,3,9,8,2,3,2,3,3,2,5,3,12,2,7,4,3,1,1,3,1,1,5,3,1,1,3,7,4,2,13,5,8,5,0,2,14,4,4,5,6,2,7,3
SIMGENE0322,1,6,4,4,12,14,8,2,7,3,5,5,4,11,2,2,11,5,2,11,14,12,4,2,1,2,12,6,7,10,16,15,6,3,15,6,5,5,3,9,6,20,8,3,6,2,16,4,7,16,7,19,6,4,4,10,11,10,10,5,0,2,10,13,3,4,2,3,4,4,13,3,8,2,9,4,2,5,3,4,3,5,3,2,9,4,4,4,2,1,2,0,6,5,2,3,3,2,9,4,3,2,2,0,6,11,5,9,2,5,1,1,4,2,7,19,7,7,3,5
SIMGENE0323,4,5,6,4,5,0,6,5,1,2,6,2,6,1,2,2,1,3,2,5,3,5,3,3,6,2,1,5,4,2,2,4,3,1,8,2,2,3,5,2,2,4,1,4,0,4,3,5,5,3,3,3,1,2,2,3,1,5,3,4,2,3,8,8,4,6,13,5,3,4,4,14,1,1,1,8,4,3,7,4,6,3,4,8,3,10,4,2,0,7,7,1,2,2,3,2,2,0,8,1,1,1,4,2,5,2,1,2,5,1,3,4,2,6,1,4,3,5,3,2
SIMGENE0324,3,15,20,15,7,11,27,23,7,5,28,18,12,5,15,7,9,3,38,19,3,4,18,3,4,13,5,13,2,7,4,6,0,13,3,7,8,14,9,4,5,11,9,7,3,5,4,5,1,17,5,15,3,4,3,4,7,6,7,26,20,17,2,26,14,15,30,9,20,8,9,7,7,7,19,12,26,19,6,9,5,17,5,8,5,4,6,19,13,10,13,4,5,1,12,4,14,14,5,2,11,7,7,4,3,5,18,3,12,5,9,17,12,13,17,26,6,7,1,5
SIMGENE0325,5,2,7,13,1,2,5,6,6,33,3,9,11,4,2,5,11,4,10,10,8,29,10,9,7,3,2,19,6,10,3,17,12,10,13,17,19,7,2,3,8,16,5,7,22,11,5,1,13,7,14,3,12,1,3,25,5,22,16,4,19,5,20,11,6,21,44,9,17,27,41,3,14,4,8,12,30,29,9,15,5,14,30,19,6,18,23,50,11,51,18,29,26,8,12,12,11,13,5,7,10,8,6,1,5,3,10,19,16,7,13,4,9,7,3,9,10,4,3,9
SIMGENE0326,11,38,9,15,1,3,7,11,0,10,15,21,9,4,8,1,11,5,13,7,18,9,14,12,13,8,3,2,29,7,11,20,12,13,32,10,7,17,21,6,1,1,16,3,5,5,10,13,7,7,14,1,8,6,3,4,5,5,1,9,6,10,4,10,2,9,5,5,5,3,4,8,7,4,2,3,2,4,4,16,8,8,6,16,10,47,9,3,3,14,11,14,6,11,25,5,16,16,4,4,2,11,10,4,3,3,2,2,1,9,9,6,14,20,6,1,1,4,3,18
SIMGENE0327,26,12,21,6,9,8,18,17,14,5,6,11,43,30,3,25,24,10,35,15,11,2,5,15,10,9,11,19,28,7,26,2,13,8,7,5,9,12,2,14,7,17,9,8,13,0,21,4,6,3,24,13,6,10,17,1,10,21,3,5,10,8,5,13,8,8,12,5,4,32,22,19,24,5,30,11,22,15,2,1,8,12,2,19,7,3,13,16,2,2,15,24,28,19,9,9,43,7,3,20,19,48,6,19,14,21,32,13,6,6,12,8,6,9,22,7,8,3,12,35
SIMGENE0328,2,5,3,0,1,5,1,0,3,2,3,1,2,5,2,5,3,4,2,2,2,10,4,1,6,4,1,2,2,3,0,3,3,3,1,2,1,1,2,0,2,1,4,2,1,1,2,1,1,4,2,1,2,1,1,0,1,3,1,2,2,3,5,5,2,1,6,1,1,2,1,3,3,5,1,3,1,1,1,1,3,2,1,3,0,0,1,2,0,3,1,1,3,0,3,2,1,1,1,0,1,1,1,0,3,2,2,0,1,2,0,1,1,1,2,2,2,1,0,4
SIMGENE0329,0,3,5,2,1,1,2,1,5,4,3,2,6,0,3,2,2,3,3,4,5,7,2,1,5,3,1,1,3,2,1,0,4,8,3,5,3,1,0,3,1,2,3,4,3,0,1,3,2,1,1,1,3,3,1,3,1,1,5,4,3,4,2,2,1,8,2,3,2,5,3,1,4,1,0,1,0,1,5,1,2,1,3,1,0,1,0,0,0,1,3,2,1,2,1,1,3,1,1,1,1,1,0,1,2,3,0,0,6,2,2,1,3,2,3,1,1,1,0,1
SIMGENE0330,5,3,12,3,4,13,1,6,2,6,7,8,4,0,7,3,1,4,3,4,3,1,0,4,6,0,3,2,5,3,4,8,2,16,0,2,1,3,4,8,12,9,7,13,8,8,10,17,9,0,4,5,8,6,4,4,3,3,1,8,3,5,13,5,5,1,3,6,15,4,11,10,7,10,5,11,23,3,16,3,7,9,5,1,5,6,4,14,13,10,4,4,4,3,10,10,19,4,10,12,3,6,3,4,3,4,1,10,1,11,5,5,7,4,8,8,2,2,8,1
SIMGENE0331,1,4,4,11,10,21,5,3,7,7,10,16,3,10,2,15,5,1,21,8,2,10,4,4,6,7,26,14,7,4,2,3,13,2,7,0,9,9,4,4,10,9,4,6,1,2,1,9,2,14,7,1,3,8,5,5,0,1,4,23,2,5,5,4,7,7,2,3,5,3,1,10,8,7,3,7,8,15,8,14,5,1,8,4,2,4,9,2,4,5,2,8,15,14,5,12,4,7,3,6,7,5,7,2,3,7,7,8,8,3,2,7,4,4,4,13,1,9,6,8
SIMGENE0332,4,8,25,12,5,3,26,28,15,8,8,61,13,6,27,16,5,7,10,17,14,8,9,13,11,8,5,5,4,6,6,6,2,5,11,12,12,5,6,13,7,7,2,1,6,14,12,25,9,4,12,14,13,8,9,10,6,5,15,17,19,25,13,3,10,23,20,46,3,30,53,19,12,10,1,26,19,23,30,11,16,2,1,2,9,14,2,14,5,6,4,7,8,12,11,6,24,14,9,17,11,30,14,5,11,18,11,15,10,7,8,13,7,6,1,18,22,6,7,16
SIMGENE0333,4,2,12,2,11,4,1,1,7,1,5,4,15,2,14,5,6,12,1,2,7,3,10,4,10,5,2,2,5,16,12,1,2,10,6,3,6,9,11,3,8,2,7,4,4,8,7,7,1,14,22,6,20,7,6,8,4,2,3,7,3,11,8,6,3,1,9,9,8,4,1,3,11,12,5,12,5,3,7,17,26,5,16,9,9,6,29,5,4,9,7,14,10,4,6,9,5,1,7,11,8,19,8,5,1,2,17,6,6,5,6,4,4,16,5,7,1,4,2,6
SIMGENE0334,4,5,4,11,2,6,18,7,6,5,7,6,4,2,2,2,1,7,4,5,13,29,2,15,10,9,6,7,5,4,6,3,11,3,12,32,5,14,7,11,6,4,5,4,9,3,9,21,6,8,3,8,8,6,2,2,4,4,12,6,6,3,7,1,8,4,4,1,2,9,15,10,4,11,7,5,7,4,13,14,10,10,5,7,17,7,9,4,1,6,31,1,9,25,9,10,9,4,13,8,9,7,2,17,8,11,2,9,9,4,6,5,6,9,1,2,15,2,2,6
SIMGENE0335,3,13,10,4,4,11,9,5,8,6,4,1,5,7,5,23,3,6,2,10,2,3,1,2,2,10,1,5,4,3,6,3,8,10,1,8,1,9,3,4,1,1,5,2,2,13,3,7,2,4,6,8,2,1,3,4,3,2,4,1,4,2,15,1,5,3,2,4,2,9,1,0,3,2,2,2,4,1,5,4,2,13,3,8,6,12,3,3,8,4,6,3,13,5,3,4,8,3,3,4,6,2,2,9,14,10,2,6,3,6,4,2,2,10,2,0,11,2,8,5
SIMGENE0336,7,3,15,36,16,4,8,14,28,23,10,7,7,7,23,15,28,11,6,8,3,2,5,5,2,6,1,1,8,9,14,2,4,10,8,6,1,2,8,4,1,9,4,7,4,5,4,4,18,11,6,27,3,29,7,6,18,33,6,18,4,10,2,13,7,10,3,13,3,5,6,7,5,10,10,3,6,15,13,12,3,7,8,13,8,4,10,7,18,7,7,9,2,8,14,13,2,3,6,22,4,2,1,4,5,1,13,1,4,14,4,4,4,6,4,7,3,6,5,9
SIMGENE0337,3,4,9,6,7,13,19,14,4,20,12,4,5,2,12,2,2,14,23,15,4,15,18,4,1,7,11,5,2,2,4,5,10,12,12,10,13,5,3,2,4,2,9,5,8,14,3,6,4,7,3,10,7,8,3,19,3,2,3,4,11,3,7,4,7,5,10,2,6,7,17,7,3,5,11,9,13,12,13,17,3,8,2,2,3,4,14,8,5,13,7,5,6,6,10,1,4,20,1,1,5,3,8,4,2,1,4,10,1,2,5,5,1,9,3,2,9,7,4,9
SIMGENE0338,14,7,3,12,14,17,15,6,24,13,7,2,9,9,6,17,9,20,11,4,6,1,7,7,4,4,13,6,10,6,9,10,9,30,13,5,9,10,2,4,6,4,6,15,15,6,2,10,4,23,8,3,14,7,4,33,9,18,15,7,22,1,3,7,4,1,11,8,11,8,3,3,7,8,1,1,16,8,2,11,7,8,3,5,7,14,19,4,4,9,1,9,5,4,25,3,5,7,2,6,7,3,10,11,2,23,7,5,5,23,13,5,5,8,5,7,21,8,8,10
SIMGENE0339,6,4,5,18,4,3,3,8,5,2,8,6,6,19,10,6,7,3,9,3,16,4,12,4,4,9,1,3,4,3,3,3,2,7,8,12,1,20,8,10,7,1,13,11,9,4,5,2,16,12,12,10,4,11,1,3,12,2,6,5,16,14,16,14,2,7,7,2,5,2,12,17,14,2,3,2,13,14,11,5,6,2,15,2,1,13,1,4,3,10,2,6,1,6,1,0,5,4,1,3,6,15,9,8,9,11,7,6,10,14,5,7,4,4,10,5,2,6,3,1
SIMGENE0340,6,5,4,3,1,3,4,18,2,14,13,4,2,11,2,4,3,3,10,4,1,6,3,2,4,0,3,1,9,3,1,14,2,1,5,13,2,4,1,1,7,5,17,5,10,6,2,4,7,10,2,4,4,2,5,3,4,13,1,13,7,7,8,1,8,9,6,7,10,10,10,13,11,4,1,3,5,5,2,6,10,4,12,7,6,6,8,17,2,15,7,11,3,15,8,11,8,25,4,5,7,2,5,4,3,11,3,0,6,12,11,5,1,9,1,5,23,7,3,3
SIMGENE0341,4,18,9,11,5,3,2,1,3,3,8,5,2,4,2,4,10,10,2,5,7,3,1,17,16,14,5,9,6,1,1,3,7,8,11,7,7,8,4,4,8,9,4,4,7,7,2,3,13,15,4,7,3,7,5,4,1,7,8,5,11,6,8,8,3,2,9,5,15,4,3,7,3,11,11,14,12,12,9,4,3,6,4,1,4,4,5,4,7,3,9,3,8,2,3,2,6,6,1,1,7,3,15,24,9,6,4,7,0,4,3,7,3,7,3,6,4,3,3,5
SIMGENE0342,2,6,5,8,14,6,2,6,7,15,10,12,14,9,19,17,18,6,17,8,12,11,9,2,11,9,3,21,5,4,17,7,18,3,5,3,10,15,7,4,2,7,8,5,5,1,4,10,8,4,4,4,2,11,5,5,9,5,3,6,16,22,23,6,9,8,22,5,10,11,4,4,3,5,11,3,10,12,14,4,14,3,7,8,3,18,7,10,10,39,0,9,3,15,7,5,19,1,8,7,14,18,3,4,5,2,7,20,5,10,1,1,9,4,6,13,10,15,4,4
SIMGENE0343,3,3,2,1,9,2,1,1,0,2,2,3,2,2,2,4,2,1,1,3,5,0,4,2,1,1,2,3,2,1,2,6,3,3,2,5,2,3,2,1,1,5,2,3,2,1,7,1,1,6,4,4,3,0,7,4,3,1,2,7,3,1,2,1,1,4,3,2,2,3,1,2,1,5,2,2,3,5,6,8,3,3,1,4,1,0,1,2,1,5,2,2,5,2,2,2,2,0,1,0,1,4,0,2,2,4,9,3,2,2,3,1,1,3,4,2,4,1,3,2
SIMGENE0344,1,1,7,1,1,6,1,3,2,3,5,0,3,2,1,2,3,4,3,2,13,2,5,2,3,0,10,2,7,1,5,11,2,4,11,3,2,1,3,3,2,4,4,3,4,7,12,2,3,1,19,1,0,12,9,3,19,2,0,1,7,7,9,1,3,4,5,1,1,9,3,10,1,5,3,14,4,6,6,1,2,7,3,3,7,3,2,5,7,0,8,1,2,4,1,3,2,1,2,2,4,1,1,3,3,3,1,2,5,9,1,3,3,1,3,1,2,5,3,1
SIMGENE0345,5,3,4,4,1,2,1,6,7,5,1,3,2,4,2,7,3,7,3,0,5,6,3,3,4,7,2,1,1,2,1,2,1,4,2,3,3,3,2,1,3,2,3,1,2,1,3,3,2,2,6,2,3,4,6,3,2,8,3,2,4,3,3,1,2,2,8,1,4,4,6,5,1,2,6,4,4,2,1,3,4,4,3,4,1,0,2,1,3,2,0,4,1,3,3,1,1,3,3,2,4,4,2,6,5,4,3,2,3,2,1,3,4,4,0,8,5,1,3,2
